"positive,""trades";run-of-the-mill;revulsion;for;extreme;unease;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,"".";0;0;one;of;the;more;influential;works;of;the;'korean;new;wave';".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""implicitly";acknowledges;and;celebrates;the;glorious;chicanery;and;self-delusion;of;this;most;american;of;businesses;,;and;for;that;reason;it;may;be;the;most;oddly;honest;hollywood;document;of;all;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""a";beautifully;tooled;action;thriller;about;love;and;terrorism;in;korea;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""director-writer";bille;august;0;0;0;depicts;this;relationship;with;economical;grace;,;letting;his;superb;actors;convey;martin's;deterioration;and;barbara's;sadness;--;and;,;occasionally;,;anger;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""victor";rosa;is;leguizamo's;best;movie;work;so;far;,;a;subtle;and;richly;internalized;performance;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""birthday";girl;doesn't;try;to;surprise;us;with;plot;twists;,;but;rather;seems;to;enjoy;its;own;transparency;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""smart";,;funny;and;just;honest;enough;to;provide;the;pleasures;of;a;slightly;naughty;,;just-above-average;off-;broadway;play;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""topics";that;could;make;a;sailor;blush;0;but;lots;of;laughs;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""michael";moore;has;perfected;the;art;of;highly;entertaining;,;self-aggrandizing;,;politically;motivated;documentary-making;,;and;he's;got;as;potent;a;topic;as;ever;here;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""a";fine;production;with;splendid;singing;by;angela;gheorghiu;,;ruggero;raimondi;,;and;roberto;alagna;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""about";a;boy;vividly;recalls;the;cary;grant;of;room;for;one;more;,;houseboat;and;father;goose;in;its;affectionate;depiction;of;the;gentle;war;between;a;reluctant;,;irresponsible;man;and;the;kid;who;latches;onto;him;".""";;;;;;;;;;;;;;;;;;;;
"positive,""none";of;this;is;meaningful;or;memorable;,;but;frosting;isn't;,;either;,;and;you;wouldn't;turn;down;a;big;bowl;of;that;,;would;you;"?""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""the";film;is;a;fierce;dance;of;destruction;0;its;flame-like;,;roiling;black-and-white;inspires;trembling;and;gratitude;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""a";riveting;documentary;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""may";lack;the;pungent;bite;of;its;title;,;but;it's;an;enjoyable;trifle;nonetheless;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,"".";0;0;manages;to;fall;closer;in;quality;to;silence;than;to;the;abysmal;hannibal;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""you";may;think;you;have;figured;out;the;con;and;the;players;in;this;debut;film;by;argentine;director;fabian;bielinsky;,;but;while;you;were;thinking;someone;made;off;with;your;wallet;".""";;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""diane";lane;works;nothing;short;of;a;minor;miracle;in;unfaithful;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""takashi";miike;keeps;pushing;the;envelope;:;ichi;the;"killer""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""a";fantastic;premise;anchors;this;movie;,;but;what;it;needs;is;either;a;more;rigid;,;blair;witch-style;commitment;to;its;mockumentary;format;,;or;a;more;straightforward;,;dramatic;treatment;,;with;all;the;grandiosity;that;that;implies;".""";;;;;;;;;;;;;;;;;;;
"positive,""exhilarating";but;blatantly;biased;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""much";of;what;we;see;is;horrible;but;it's;also;undeniably;exceedingly;clever;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""it";understands;,;in;a;way;that;speaks;forcefully;enough;about;the;mechanisms;of;poverty;to;transcend;the;rather;simplistic;filmmaking;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""ramsay";succeeds;primarily;with;her;typical;blend;of;unsettling;atmospherics;,;delivering;a;series;of;abrasive;,;stylized;sequences;that;burn;themselves;upon;the;viewer's;memory;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,"".";0;0;a;thoughtful;what-if;for;the;heart;as;well;as;the;mind;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""like";its;bizarre;heroine;,;it;irrigates;our;souls;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""hawn";and;sarandon;form;an;acting;bond;that;makes;the;banger;sisters;a;fascinating;character;study;with;laughs;to;spare;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""it's";a;fun;adventure;movie;for;kids;(;of;all;ages;);that;like;adventure;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""a";very;capable;nailbiter;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""because";the;genre;is;well;established;,;what;makes;the;movie;fresh;is;smart;writing;,;skewed;characters;,;and;the;title;performance;by;kieran;culkin;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""""""";white;oleander;,;;the;movie;,;is;akin;to;a;reader's;digest;condensed;version;of;the;source;material;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""it's";like;going;to;a;house;party;and;watching;the;host;defend;himself;against;a;frothing;ex-girlfriend;0;you;don't;want;to;call;the;cops;0;you;want;to;call;domino's;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""what's";most;refreshing;about;real;women;have;curves;is;its;unforced;comedy-drama;and;its;relaxed;,;natural-seeming;actors;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""the";low-key;direction;is;pleasingly;emphatic;in;this;properly;intense;,;claustrophobic;tale;of;obsessive;love;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""secretary";is;just;too;original;to;be;ignored;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""that";rare;film;whose;real-life;basis;is;,;in;fact;,;so;interesting;that;no;embellishment;is;needed;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""smart";and;fun;,;but;far;more;witty;than;it;is;wise;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""this";isn't;a;stand;up;and;cheer;flick;;;it's;a;sit;down;and;ponder;affair;0;and;thanks;to;kline's;superbly;nuanced;performance;,;that;pondering;is;highly;pleasurable;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""originality";ain't;on;the;menu;,;but;there's;never;a;dull;moment;in;the;giant;spider;invasion;comic;chiller;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""walter";hill's;undisputed;is;like;a;1940s;warner;bros;0;b;picture;,;and;i;mean;that;as;a;compliment;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""this";one;is;not;nearly;as;dreadful;as;expected;0;in;fact;,;it's;quite;fun;in;places;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""with";elements;cribbed;from;lang's;metropolis;,;welles';kane;,;and;eisenstein's;potemkin;,;the;true;wonder;of;rintar�'s;metropolis;is;the;number;of;lasting;images;all;its;own;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""a";biopic;about;crane's;life;in;the;classic;tradition;but;evolves;into;what;has;become;of;us;all;in;the;era;of;video;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""the";best;of;the;pierce;brosnan;james;bond;films;to;date;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""thanks";to;a;small;star;with;big;heart;,;this;family;film;sequel;is;plenty;of;fun;for;all;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""while";the;now;72-year-old;robert;evans;been;slowed;down;by;a;stroke;,;he;has;at;least;one;more;story;to;tell;:;his;own;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""it's";about;individual;moments;of;mood;,;and;an;aimlessness;that's;actually;sort;of;amazing;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""the";people;in;jessica;are;so;recognizable;and;true;that;,;as;in;real;life;,;we're;never;sure;how;things;will;work;out;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""a";tone;poem;of;transgression;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""creeps";you;out;in;high;style;,;even;if;nakata;did;it;better;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""rubbo";runs;through;a;remarkable;amount;of;material;in;the;film's;short;90;minutes;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""visually";engrossing;,;seldom;hammy;,;honorably;mexican;and;burns;its;kahlories;with;conviction;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""this";is;christmas;future;for;a;lot;of;baby;boomers;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""despite";a;quieter;middle;section;,;involving;aragorn's;dreams;of;arwen;,;this;is;even;better;than;the;fellowship;0;there;are;scenes;of;cinematic;perfection;that;steal;your;heart;away;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""spider-man";is;in;the;same;category;as;x-men;0;occasionally;brilliant;but;mostly;average;,;showing;signs;of;potential;for;the;sequels;,;but;not;giving;us;much;this;time;around;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""the";obnoxious;title;character;provides;the;drama;that;gives;added;clout;to;this;doc;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""an";enjoyable;experience;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""anyone";who;welcomes;a;dash;of;the;avant-garde;fused;with;their;humor;should;take;pleasure;in;this;crazed;,;joyous;romp;of;a;film;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""the";fun;of;the;movie;is;the;chance;it;affords;to;watch;jackson;,;who;also;served;as;executive;producer;,;take;his;smooth;,;shrewd;,;powerful;act;abroad;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""'si";bien;no;logra;desarrollarse;como;un;gran;drama;,;tampoco;es;tan;superficial;como;muchas;cintas;que;pecan;de;pretenciosas;y;que;resultan;totalmente;banales;0;"'""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""saddled";with;an;unwieldy;cast;of;characters;and;angles;,;but;the;payoff;is;powerful;and;revelatory;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""it's";something;of;the;ultimate;scorsese;film;,;with;all;the;stomach-turning;violence;,;colorful;new;york;gang;lore;and;other;hallmarks;of;his;personal;cinema;painted;on;their;largest-ever;historical;canvas;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""mr";0;caine;and;mr;0;fraser;are;the;whole;show;here;,;with;their;memorable;and;resourceful;performances;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""a";frustrating;yet;deeply;watchable;melodrama;that;makes;you;think;it's;a;tougher;picture;than;it;is;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""a";giddy;and;provocative;sexual;romp;that;has;something;to;say;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""[russell]";makes;good;b;movies;(;the;mask;,;the;blob;);,;and;the;scorpion;king;more;than;ably;meets;those;standards;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""otto-sallies";has;a;real;filmmaker's;eye;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""this";is;a;smart;movie;that;knows;its;classical;music;,;knows;its;freud;and;knows;its;sade;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""the";film;has;an;infectious;enthusiasm;and;we're;touched;by;the;film's;conviction;that;all;life;centered;on;that;place;,;that;time;and;that;sport;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""beautifully";reclaiming;the;story;of;carmen;and;recreating;it;an;in;an;african;idiom;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""the";camera;soars;above;the;globe;in;dazzling;panoramic;shots;that;make;the;most;of;the;large-screen;format;,;before;swooping;down;on;a;string;of;exotic;locales;,;scooping;the;whole;world;up;in;a;joyous;communal;festival;of;rhythm;".""";;;;;;;;;;;;;;;;;;
"positive,""a";flawed;but;engrossing;thriller;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""demonstrates";the;unusual;power;of;thoughtful;,;subjective;filmmaking;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""expect";no;major;discoveries;,;nor;any;stylish;sizzle;,;but;the;film;sits;with;square;conviction;and;touching;good;sense;on;the;experience;of;its;women;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""the";success;of;undercover;brother;is;found;in;its;ability;to;spoof;both;black;and;white;stereotypes;equally;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""this";is;the;kind;of;subject;matter;that;could;so;easily;have;been;fumbled;by;a;lesser;filmmaker;,;but;ayres;makes;the;right;choices;at;every;turn;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""cox";creates;a;fluid;and;mesmerizing;sequence;of;images;to;match;the;words;of;nijinsky's;diaries;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""what";bloody;sunday;lacks;in;clarity;,;it;makes;up;for;with;a;great;,;fiery;passion;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""its";adult;themes;of;familial;separation;and;societal;betrayal;are;head;and;shoulders;above;much;of;the;director's;previous;popcorn;work;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""director";nancy;savoca's;no-frills;record;of;a;show;forged;in;still-raw;emotions;captures;the;unsettled;tenor;of;that;post;9-11;period;far;better;than;a;more;measured;or;polished;production;ever;could;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""the";film;grows;on;you;0;and;how;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""one";thing;you;have;to;give;them;credit;for;:;the;message;of;the;movie;is;consistent;with;the;messages;espoused;in;the;company's;previous;video;work;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""halloween";:;resurrection;isn't;exactly;quality;cinema;,;but;it;isn't;nearly;as;terrible;as;it;cold;have;been;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""as";banal;as;the;telling;may;be;--;and;at;times;,;all;my;loved;ones;more;than;flirts;with;kitsch;--;the;tale;commands;attention;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""romantic";comedy;and;dogme;95;filmmaking;may;seem;odd;bedfellows;,;but;they;turn;out;to;be;delightfully;compatible;here;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""the";most;wondrous;love;story;in;years;,;it;is;a;great;film;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""some";movies;suck;you;in;despite;their;flaws;,;and;heaven;is;one;such;beast;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""my";wife;is;an;actress;works;as;well;as;it;does;because;[the;leads];are;such;a;companionable;couple;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""with";spy;kids;2;:;the;island;of;lost;dreams;,;however;,;robert;rodriguez;adorns;his;family-film;plot;with;an;elegance;and;maturity;that;even;most;contemporary;adult;movies;are;lacking;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""based";on;dave;barry's;popular;book;of;the;same;name;,;the;movie;benefits;from;having;a;real;writer;plot;out;all;of;the;characters';moves;and;overlapping;story;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""bouquet";gives;a;performance;that;is;masterly;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""a";poignant;comedy;that;offers;food;for;thought;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,"".";0;0;a;series;of;tales;told;with;the;intricate;preciseness;of;the;best;short;story;writing;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""if";you're;content;with;a;clever;pseudo-bio;that;manages;to;have;a;good;time;as;it;doles;out;pieces;of;the;famous;director's;life;,;eisenstein;delivers;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""this";filmed;tosca;--;not;the;first;,;by;the;way;--;is;a;pretty;good;job;,;if;it's;filmed;tosca;that;you;want;0;i'll;stay;with;the;stage;versions;,;however;,;which;bite;cleaner;,;and;deeper;".""";;;;;;;;;;;;;;;;;;
"positive,""while";the;path;may;be;familiar;,;first-time;director;denzel;washington;and;a;top-notch;cast;manage;to;keep;things;interesting;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""an";engaging;criminal;romp;that;will;have;viewers;guessing;just;who's;being;conned;right;up;to;the;finale;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""the";picture;runs;a;mere;84;minutes;,;but;it's;no;glance;0;it's;a;head-turner;--;thoughtfully;written;,;beautifully;read;and;,;finally;,;deeply;humanizing;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""it";asks;nothing;of;the;audience;other;than;to;sit;back;and;enjoy;a;couple;of;great;actors;hamming;it;up;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""it";is;as;uncompromising;as;it;is;nonjudgmental;,;and;makes;clear;that;a;prostitute;can;be;as;lonely;and;needy;as;any;of;the;clients;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""'barbershop";;is;a;good-hearted;ensemble;comedy;with;a;variety;of;quirky;characters;and;an;engaging;story;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""a";good;thriller;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""tully";is;in;many;ways;the;perfect;festival;film;:;a;calm;,;self-assured;portrait;of;small;town;regret;,;love;,;duty;and;friendship;that;appeals;to;the;storytelling;instincts;of;a;slightly;more;literate;filmgoing;audience;".""";;;;;;;;;;;;;;;;;;;;;
"positive,""i";like;this;movie;a;lot;0;i;like;that;smith;,;he's;not;making;fun;of;these;people;,;he's;not;laughing;at;them;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""a";glorious;mess;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,"".";0;0;the;implication;is;kissinger;may;have;decided;that;ﾗ;when;it;comes;to;truncheoning;ﾗ;it's;better;to;give;than;to;receive;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""'what's";the;russian;word;for;wow;!;?;"'""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""kiarostami";has;crafted;a;deceptively;casual;ode;to;children;and;managed;to;convey;a;tiny;sense;of;hope;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""i";had;more;fun;watching;spy;than;i;had;with;most;of;the;big;summer;movies;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""what";lee;does;so;marvelously;compelling;is;present;brown;as;a;catalyst;for;the;struggle;of;black;manhood;in;restrictive;and;chaotic;america;0;0;0;sketchy;but;nevertheless;gripping;portrait;of;jim;brown;,;a;celebrated;wonder;in;the;"spotlight""";;;;;;;;;;;;;;;;;;;
"positive,""murder";by;numbers';isn't;a;great;movie;,;but;it's;a;perfectly;acceptable;widget;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""for";those;of;an;indulgent;,;slightly;sunbaked;and;summery;mind;,;sex;and;lucia;may;well;prove;diverting;enough;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""what";[denis];accomplishes;in;his;chilling;,;unnerving;film;is;a;double;portrait;of;two;young;women;whose;lives;were;as;claustrophic;,;suffocating;and;chilly;as;the;attics;to;which;they;were;inevitably;consigned;".""";;;;;;;;;;;;;;;;;;;;;;;;
"positive,""a";well-done;film;of;a;self-reflexive;,;philosophical;nature;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""texan";director;george;ratliff;had;unlimited;access;to;families;and;church;meetings;,;and;he;delivers;fascinating;psychological;fare;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""the";rich;performances;by;friel;--;and;especially;williams;,;an;american;actress;who;becomes;fully;english;--;round;out;the;square;edges;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""the";new;insomnia;is;a;surprisingly;faithful;remake;of;its;chilly;predecessor;,;and;when;it;does;elect;to;head;off;in;its;own;direction;,;it;employs;changes;that;fit;it;well;rather;than;ones;that;were;imposed;for;the;sake;of;commercial;sensibilities;".""";;;;;;;;;;;;;;
"positive,""a";film;in;a;class;with;spike;lee's;masterful;do;the;right;thing;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""jagger";,;stoppard;and;director;michael;apted;0;0;0;deliver;a;riveting;and;surprisingly;romantic;ride;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""greengrass";(;working;from;don;mullan's;script;);forgoes;the;larger;socio-political;picture;of;the;situation;in;northern;ireland;in;favour;of;an;approach;that;throws;one;in;the;pulsating;thick;of;a;truly;frightening;situation;".""";;;;;;;;;;;;;;;;;;;;;;;
"positive,""a";thought-provoking;and;often-funny;drama;about;isolation;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""whatever";one;makes;of;its;political;edge;,;this;is;beautiful;filmmaking;from;one;of;french;cinema's;master;craftsmen;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""mama";africa;pretty;much;delivers;on;that;promise;0;it;does;give;you;a;peek;0;the;main;problem;being;that;it's;only;a;peek;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""roman";polanski's;autobiographical;gesture;at;redemption;is;better;than;'shindler's;list';0;it;is;more;than;merely;a;holocaust;movie;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""a";perfectly;respectable;,;perfectly;inoffensive;,;easily;forgettable;film;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""romanek's";themes;are;every;bit;as;distinctive;as;his;visuals;0;beyond;the;cleverness;,;the;weirdness;and;the;pristine;camerawork;,;one;hour;photo;is;a;sobering;meditation;on;why;we;take;pictures;".""";;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""seeing";seinfeld;at;home;as;he;watches;his;own;appearance;on;letterman;with;a;clinical;eye;reminds;you;that;the;key;to;stand-up;is;to;always;make;it;look;easy;,;even;though;the;reality;is;anything;but;".""";;;;;;;;;;;;;;;;;;;;;
"positive,""speaks";eloquently;about;the;symbiotic;relationship;between;art;and;life;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""the";work;of;an;artist;tormented;by;his;heritage;,;using;his;storytelling;ability;to;honor;the;many;faceless;victims;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""the";audacity;to;view;one;of;shakespeare's;better;known;tragedies;as;a;dark;comedy;is;,;by;itself;,;deserving;of;discussion;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""this";is;an;exercise;in;chilling;style;,;and;twohy;films;the;sub;,;inside;and;out;,;with;an;eye;on;preserving;a;sense;of;mystery;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""an";uncomfortable;experience;,;but;one;as;brave;and;challenging;as;you;could;possibly;expect;these;days;from;american;cinema;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""hailed";as;a;clever;exercise;in;neo-hitchcockianism;,;this;clever;and;very;satisfying;picture;is;more;accurately;chabrolian;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""funny";and;also;heartwarming;without;stooping;to;gooeyness;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""at";the;film's;centre;is;a;precisely;layered;performance;by;an;actor;in;his;mid-seventies;,;michel;piccoli;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""the";viewer;takes;great;pleasure;in;watching;the;resourceful;molly;stay;a;step;ahead;of;her;pursuers;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
